"year","country","sightings","gdp","unemployment","internet","scifi"
2013,"KAZ",0,2.36634552078e+11,5.19999980927,63.0,0
2014,"KAZ",0,2.2141557282e+11,5.0609998703,66.0,0
1960,"KEN",0,791265458.813,0,0,0
1961,"KEN",0,792959472.134,0,0,0
1962,"KEN",0,868111400.009,0,0,0
1963,"KEN",0,926589348.567,0,0,0
1964,"KEN",0,998759333.637,0,0,0
1965,"KEN",0,997919319.974,0,0,0
1966,"KEN",0,1164519673.19,0,0,0
1967,"KEN",0,1232559505.92,0,0,0
1968,"KEN",0,1353295457.52,0,0,0
1969,"KEN",0,1458379415.39,0,0,0
1970,"KEN",0,1603447357.24,0,0,0
1971,"KEN",0,1778391289.2,0,0,0
1972,"KEN",0,2107279157.38,0,0,0
1973,"KEN",0,2502142444.14,0,0,0
1974,"KEN",0,2973309272.03,0,0,0
1975,"KEN",0,3259344935.75,0,0,0
1976,"KEN",0,3474542392.05,0,0,0
1977,"KEN",0,4494378855.32,0,0,0
1978,"KEN",0,5303734882.51,0,0,0
1979,"KEN",0,6234390975.3,0,0,0
1980,"KEN",0,7265315331.62,0,0,0
1981,"KEN",0,6854491453.91,0,0,0
1982,"KEN",1,6431579357.3,0,0,0
1983,"KEN",0,5979198463.82,0,0,0
1984,"KEN",0,6191437070.43,0,0,0
1985,"KEN",0,6135034338.3,0,0,0
1986,"KEN",0,7239126716.93,0,0,0
1987,"KEN",0,7970820530.77,0,0,0
1988,"KEN",0,8355380879.13,0,0,0
1989,"KEN",0,8283114648.38,0,0,0
1990,"KEN",0,8572359162.87,0,0.0,0
1991,"KEN",0,8151479004.21,10.4930000305,0.0,0
1992,"KEN",0,8209129171.74,10.4119997025,0.0,0
1993,"KEN",0,5751789915.05,10.3859996796,0.0,0
1994,"KEN",0,7148145375.79,9.29500007629,0.0,0
1995,"KEN",0,9046326059.99,9.63399982452,0.000727482,0
1996,"KEN",0,12045858436.2,9.98900032043,0.008839115,0
1997,"KEN",1,13115773737.6,10.3549995422,0.034406051,0
1998,"KEN",0,14093998843.7,10.7309999466,0.050261388,0
1999,"KEN",0,12896013576.7,8.10000038147,0.114256028,0
2000,"KEN",0,12705357103.0,8.63199996948,0.318059714,0
2001,"KEN",0,12986007425.9,9.18799972534,0.619782266,0
2002,"KEN",0,13147743910.7,9.77499961853,1.207773885,0
2003,"KEN",0,14904517649.8,10.3900003433,2.941902861,0
2004,"KEN",0,16095337093.8,10.5559997559,3.023528042,0
2005,"KEN",1,18737897744.8,10.7170000076,3.101897702,0
2006,"KEN",0,25825524820.8,10.892999649,3.6,0
2007,"KEN",0,31958195182.2,11.0679998398,4.4,0
2008,"KEN",0,35895153327.8,11.2410001755,5.2,0
2009,"KEN",0,37021512048.8,12.1700000763,6.1,0
2010,"KEN",0,39999659233.8,12.1840000153,7.2,0
2011,"KEN",0,41953433591.4,12.0679998398,8.8,0
2012,"KEN",0,50412754822.0,11.9589996338,10.5,0
2013,"KEN",1,55097343447.6,11.8940000534,13.0,0
2014,"KEN",2,61445345999.1,11.8149995804,16.5,0
1960,"KHM",0,637142865.714,0,0,0
1961,"KHM",0,642857134.286,0,0,0
1962,"KHM",0,660000008.571,0,0,0
1963,"KHM",0,728571437.143,0,0,0
1964,"KHM",0,782857128.571,0,0,0
1965,"KHM",0,868571428.571,0,0,0
1966,"KHM",0,914285714.286,0,0,0
1967,"KHM",0,962857134.286,0,0,0
1968,"KHM",0,1065714248.57,0,0,0
1969,"KHM",0,978873232.394,0,0,0
1970,"KHM",0,718401157.724,0,0,0
1971,"KHM",0,969911421.394,0,0,0
1972,"KHM",0,505549441.375,0,0,0
1973,"KHM",0,702899155.982,0,0,0
1974,"KHM",0,588443893.69,0,0,0
1975,"KHM",0,0.0,0,0,0
1976,"KHM",0,0.0,0,0,0
1977,"KHM",0,0.0,0,0,0
1978,"KHM",1,0.0,0,0,0
1979,"KHM",0,0.0,0,0,0
1980,"KHM",0,0.0,0,0,0
1981,"KHM",0,0.0,0,0,0
1982,"KHM",0,0.0,0,0,0
1983,"KHM",0,0.0,0,0,0
1984,"KHM",0,0.0,0,0,0
1985,"KHM",0,0.0,0,0,0
1986,"KHM",0,0.0,0,0,0
1987,"KHM",0,0.0,0,0,0
1988,"KHM",0,0.0,0,0,0
1989,"KHM",0,0.0,0,0,0
1990,"KHM",0,0.0,0,0.0,0
1991,"KHM",0,0.0,0.477999985218,0.0,0
1992,"KHM",0,0.0,0.231000006199,0.0,0
1993,"KHM",0,2533727592.03,0.589999973774,0.0,0
1994,"KHM",0,2791435272.26,1.78499996662,0.0,0
1995,"KHM",0,3441205692.9,1.28499996662,0.0,0
1996,"KHM",0,3506695719.57,0.839999973774,0.0,0
1997,"KHM",0,3443413388.71,0.612999975681,0.005844911,0
1998,"KHM",0,3120425502.57,0.754000008106,0.016324986,0
1999,"KHM",0,3517242477.23,1.60000002384,0.031969578,0
2000,"KHM",0,3654031716.28,2.5,0.04702264,0
2001,"KHM",0,3984000517.02,1.79999995232,0.076956056,0
2002,"KHM",0,4284028482.55,1.91600000858,0.226983238,0
2003,"KHM",1,4658246918.26,2.03399991989,0.260570198,0
2004,"KHM",0,5337833248.03,2.117000103,0.300436644,0
2005,"KHM",0,6293046161.83,1.79299998283,0.317321781,0
2006,"KHM",0,7274595706.66,1.4620000124,0.46835672,0
2007,"KHM",0,8639235842.18,0.870999991894,0.49,0
2008,"KHM",0,10351914093.2,0.437999993563,0.51,0
2009,"KHM",0,10401851850.6,0.187000006437,0.53,0
2010,"KHM",0,11242275199.0,0.34999999404,1.26,0
2011,"KHM",0,12829541141.0,0.20000000298,3.1,0
2012,"KHM",0,14038383450.2,0.20000000298,4.94,0
2013,"KHM",0,15449630418.5,0.300000011921,6.8,0
2014,"KHM",0,16777820332.7,0.10000000149,14.0,0
1960,"KOR",0,3957873925.94,0,0,0
1961,"KOR",0,2417237753.94,0,0,0
1962,"KOR",0,2813933899.75,0,0,0
1963,"KOR",0,3988246108.64,0,0,0
1964,"KOR",0,3458518493.92,0,0,0
1965,"KOR",0,3120307807.81,0,0,0
1966,"KOR",0,3928171298.0,0,0,0
1967,"KOR",0,4854576371.43,0,0,0
1968,"KOR",0,6117260075.91,0,0,0
1969,"KOR",0,7675805108.27,0,0,0
1970,"KOR",0,8999227202.47,0,0,0
1971,"KOR",0,9889961111.91,0,0,0
1972,"KOR",0,10842220468.8,0,0,0
1973,"KOR",0,13841885920.9,0,0,0
1974,"KOR",0,19482038222.9,0,0,0
1975,"KOR",0,21704752066.1,0,0,0
1976,"KOR",0,29779338843.0,0,0,0
1977,"KOR",0,38265082644.6,0,0,0
1978,"KOR",1,51700619834.7,0,0,0
1979,"KOR",0,66567975206.6,0,0,0
1980,"KOR",0,64980820835.3,0,0,0
1981,"KOR",0,72425590649.5,0,0,0
1982,"KOR",0,77773431088.3,0,0,0
1983,"KOR",0,87024427972.9,0,0,0
1984,"KOR",0,96597434179.5,0,0,0
1985,"KOR",1,1.0027309717e+11,0,0,0
1986,"KOR",0,1.15537126326e+11,0,0,0
1987,"KOR",0,1.46133338196e+11,0,0,0
1988,"KOR",0,1.96964195387e+11,0,0,0
1989,"KOR",0,2.43526047717e+11,0,0,0
1990,"KOR",1,2.79349355714e+11,0,0.023265092,0
1991,"KOR",0,3.25734233313e+11,2.40700006485,0.046124435,0
1992,"KOR",0,3.50051111253e+11,2.51300001144,0.098404337,0
1993,"KOR",0,3.86302839274e+11,2.87800002098,0.249946523,0
1994,"KOR",0,4.55602962225e+11,2.47600007057,0.311359364,0
1995,"KOR",0,5.56130926913e+11,2.06299996376,0.81968667,0
1996,"KOR",0,5.98099073901e+11,2.04800009727,1.624237192,0
1997,"KOR",0,5.57503074772e+11,2.60800004005,3.600801564,0
1998,"KOR",0,3.74241351752e+11,6.96299982071,6.781815468,0
1999,"KOR",1,4.85248229337e+11,6.34200000763,23.55219445,0
2000,"KOR",0,5.6163312584e+11,4.40000009537,44.7,0
2001,"KOR",0,5.33052076314e+11,4.0,56.6,0
2002,"KOR",0,6.09020054512e+11,3.29999995232,59.4,0
2003,"KOR",1,6.80520724062e+11,3.59999990463,65.5,0
2004,"KOR",1,7.64880644711e+11,3.70000004768,72.7,0
2005,"KOR",1,8.98137194716e+11,3.70000004768,73.5,0
2006,"KOR",1,1.01179745714e+12,3.5,78.1,0
2007,"KOR",1,1.12267915463e+12,3.20000004768,78.8,0
2008,"KOR",0,1.00221905297e+12,3.20000004768,81.0,0
2009,"KOR",1,9.01934953365e+11,3.59999990463,81.6,0
2010,"KOR",0,1.0944993387e+12,3.70000004768,83.7,0
2011,"KOR",5,1.20246368263e+12,3.40000009537,83.75912015,0
2012,"KOR",3,1.22280728449e+12,3.20000004768,84.07,0
2013,"KOR",1,1.30560498127e+12,3.09999990463,84.77,0
2014,"KOR",1,1.4113339262e+12,3.5,87.55682649,0
1960,"KWT",0,0,0,0,0
1961,"KWT",0,0,0,0,0
1962,"KWT",0,0,0,0,0
1963,"KWT",0,0,0,0,0
1964,"KWT",0,0,0,0,0
1965,"KWT",0,2097451694.2,0,0,0
1966,"KWT",0,2391486978.44,0,0,0
1967,"KWT",0,2441893027.16,0,0,0
1968,"KWT",0,2663119574.35,0,0,0
1969,"KWT",0,2769532343.88,0,0,0
1970,"KWT",0,2873984878.19,0,0,0
1971,"KWT",0,3880370401.57,0,0,0
1972,"KWT",0,4451200972.94,0,0,0
1973,"KWT",0,5408293998.65,0,0,0
1974,"KWT",0,13004774556.6,0,0,0
1975,"KWT",0,12024138275.9,0,0,0
1976,"KWT",0,13131668946.6,0,0,0
1977,"KWT",0,14135729588.3,0,0,0
1978,"KWT",0,15500908760.5,0,0,0
1979,"KWT",0,24746019536.9,0,0,0
1980,"KWT",0,28638550499.4,0,0,0
1981,"KWT",0,25056672166.4,0,0,0
1982,"KWT",0,21577977770.1,0,0,0
1983,"KWT",0,20869434305.3,0,0,0
1984,"KWT",0,21697297872.3,0,0,0
1985,"KWT",0,21442619680.9,0,0,0
1986,"KWT",0,17903681693.0,0,0,0
1987,"KWT",0,22365734481.5,0,0,0
1988,"KWT",0,20692472759.9,0,0,0
1989,"KWT",0,24312117767.2,0,0,0
1990,"KWT",0,18427777777.8,0,0.0,0
1991,"KWT",1,11008793176.2,0.931999981403,0.0,0
1992,"KWT",0,19858555214.7,0.883000016212,0.0,0
1993,"KWT",0,23941391390.7,0.800000011921,0.091082245,0
1994,"KWT",0,24848483838.4,0.699999988079,0.147162703,0
1995,"KWT",0,27191689008.0,2.13000011444,0.202898433,0
1996,"KWT",0,31493987642.0,0.699999988079,0.855662317,0
1997,"KWT",0,30354434553.2,0.699999988079,2.174535859,0
1998,"KWT",0,25941929461.9,0.699999988079,3.052397455,0
1999,"KWT",0,30121879435.0,0.699999988079,4.756222209,0
2000,"KWT",0,37711864406.8,0.800000011921,6.731395768,0
2001,"KWT",0,34890772742.1,0.800000011921,8.551792434,0
2002,"KWT",0,38137545245.1,1.10000002384,10.24896793,0
2003,"KWT",0,47875838926.2,1.29999995232,22.40293838,0
2004,"KWT",0,59440108585.0,1.70000004768,22.92711204,0
2005,"KWT",0,80797945205.5,1.95000004768,25.92610837,0
2006,"KWT",0,1.01550654721e+11,1.29999995232,28.79119795,0
2007,"KWT",0,1.14641097818e+11,1.5,34.8,0
2008,"KWT",0,1.47395833333e+11,1.79999995232,42.0,0
2009,"KWT",0,1.05899930507e+11,1.60000002384,50.8,0
2010,"KWT",1,1.15419050942e+11,1.79999995232,61.4,0
2011,"KWT",1,1.54027536232e+11,3.59999990463,65.76907069,0
2012,"KWT",0,1.74070025009e+11,3.55200004578,70.45,0
2013,"KWT",0,1.74161495063e+11,3.49099993706,75.46,0
2014,"KWT",0,1.62631763879e+11,3.42199993134,78.7,0
1960,"LBN",0,0,0,0,0
1961,"LBN",0,0,0,0,0
1962,"LBN",0,0,0,0,0
1963,"LBN",0,0,0,0,0
1964,"LBN",0,0,0,0,0
1965,"LBN",0,0,0,0,0
1966,"LBN",0,0,0,0,0
1967,"LBN",0,0,0,0,0
1968,"LBN",0,0,0,0,0
1969,"LBN",0,0,0,0,0
1970,"LBN",0,0,0,0,0
1971,"LBN",0,0,0,0,0
1972,"LBN",0,0,0,0,0
1973,"LBN",1,0,0,0,0
1974,"LBN",0,0,0,0,0
1975,"LBN",0,0,0,0,0
1976,"LBN",0,0,0,0,0
1977,"LBN",0,0,0,0,0
1978,"LBN",0,0,0,0,0
1979,"LBN",0,0,0,0,0
1980,"LBN",0,0,0,0,0
1981,"LBN",0,0,0,0,0
1982,"LBN",0,0,0,0,0
1983,"LBN",0,0,0,0,0
1984,"LBN",0,0,0,0,0
1985,"LBN",0,0,0,0,0
1986,"LBN",0,0,0,0,0
1987,"LBN",0,0,0,0,0
1988,"LBN",0,3313540067.93,0,0,0
1989,"LBN",0,2717998687.71,0,0,0
1990,"LBN",0,2838485353.96,0,0.0,0
1991,"LBN",0,4451497288.27,8.53699970245,0.0,0
1992,"LBN",0,5545921947.47,8.38700008392,0.0,0
1993,"LBN",0,7535259851.04,8.01099967957,0.0,0
1994,"LBN",0,9599127049.94,7.84299993515,0.0,0
1995,"LBN",0,11718795528.5,8.02099990845,0.071617991,0
1996,"LBN",0,13690217333.3,8.32900047302,0.140166939,0
1997,"LBN",1,15751867489.4,6.10599994659,1.241079739,0
1998,"LBN",0,17247179005.5,8.26700019836,2.722352199,0
1999,"LBN",0,17391056369.2,8.52700042725,5.376809498,0
2000,"LBN",1,17260364842.5,8.79199981689,7.952743736,0
2001,"LBN",3,17649751243.8,8.10400009155,6.783219775,0
2002,"LBN",1,19152238806.0,8.11999988556,7.0,0
2003,"LBN",2,20082918739.6,8.46500015259,8.0,0
2004,"LBN",2,20955223880.6,7.84999990463,9.0,0
2005,"LBN",0,21287562189.1,8.13300037384,10.14,0
2006,"LBN",0,21796351575.5,8.39900016785,15.0,0
2007,"LBN",1,24577114427.9,8.97999954224,18.74,0
2008,"LBN",1,28829850746.3,7.16300010681,22.53,0
2009,"LBN",1,35139635157.5,6.19999980927,30.14,0
2010,"LBN",1,38009950248.8,6.17000007629,43.68,0
2011,"LBN",0,40078938640.1,6.15299987793,52.0,0
2012,"LBN",1,43205095854.1,6.20100021362,61.24978572,0
2013,"LBN",0,44352417910.4,6.22300004959,70.5,0
2014,"LBN",0,45730945273.6,6.23000001907,73.0,0
1960,"LBR",0,190495600.0,0,0,0
1961,"LBR",0,183920900.0,0,0,0
1962,"LBR",0,191861800.0,0,0,0
1963,"LBR",0,200229600.0,0,0,0
1964,"LBR",0,218929100.0,0,0,0
1965,"LBR",0,229260800.0,0,0,0
1966,"LBR",0,244459500.0,0,0,0
1967,"LBR",0,261024300.0,0,0,0
1968,"LBR",0,276820700.0,0,0,0
1969,"LBR",0,306961800.0,0,0,0
1970,"LBR",0,323099700.0,0,0,0
1971,"LBR",0,341543100.0,0,0,0
1972,"LBR",0,368098000.0,0,0,0
1973,"LBR",0,386968300.0,0,0,0
1974,"LBR",0,486955000.0,0,0,0
1975,"LBR",0,577549300.0,0,0,0
1976,"LBR",0,596675700.0,0,0,0
1977,"LBR",0,673010600.0,0,0,0
1978,"LBR",0,717240400.0,0,0,0
1979,"LBR",0,814067900.0,0,0,0
1980,"LBR",0,854711500.0,0,0,0
1981,"LBR",0,846514500.0,0,0,0
1982,"LBR",0,863933200.0,0,0,0
1983,"LBR",0,823374900.0,0,0,0
1984,"LBR",0,848478300.0,0,0,0
1985,"LBR",0,851296100.0,0,0,0
1986,"LBR",0,840964400.0,0,0,0
1987,"LBR",0,972800000.0,0,0,0
1988,"LBR",0,1038300000.0,0,0,0
1989,"LBR",0,786300000.0,0,0,0
1990,"LBR",0,384400000.0,0,0.0,0
1991,"LBR",0,348000000.0,4.2389998436,0.0,0
1992,"LBR",0,223500000.0,4.03700017929,0.0,0
1993,"LBR",0,160400000.0,4.05399990082,0.0,0
1994,"LBR",0,132200000.0,4.15899991989,0.0,0
1995,"LBR",0,134800000.0,4.32899999619,0.0,0
1996,"LBR",0,159400000.0,5.36000013351,0.0,0
1997,"LBR",0,295900000.0,5.13100004196,0.004489443,0
1998,"LBR",0,359600000.0,4.91699981689,0.004099387,0
1999,"LBR",0,441800000.0,4.71999979019,0.011328732,0
2000,"LBR",0,529064600.0,4.53700017929,0.017702706,0
2001,"LBR",0,521000000.0,4.36800003052,0.033812227,0
2002,"LBR",0,543000000.0,4.20900011063,0.032713307,0
2003,"LBR",0,416000000.0,4.09499979019,0.031868935,0
2004,"LBR",0,474700000.0,3.9849998951,0.031011185,0
2005,"LBR",0,550000000.0,4.9359998703,0.0,0
2006,"LBR",0,604028900.0,4.15600013733,0.0,0
2007,"LBR",0,739027200.0,5.59999990463,0.551376581,0
2008,"LBR",1,850040500.0,5.11299991608,0.53,0
2009,"LBR",0,1155147400.0,4.61800003052,2.0,0
2010,"LBR",0,1292697100.0,3.70000004768,2.3,0
2011,"LBR",0,1545400000.0,3.71399998665,2.5,0
2012,"LBR",0,1735500000.0,3.72199988365,2.6,0
2013,"LBR",0,1946500000.0,3.72499990463,3.2,0
2014,"LBR",0,2013000000.0,3.62299990654,5.41,0
1960,"LBY",0,0,0,0,0
1961,"LBY",0,0,0,0,0
1962,"LBY",0,0,0,0,0
1963,"LBY",0,0,0,0,0
1964,"LBY",0,0,0,0,0
1965,"LBY",0,0,0,0,0
1966,"LBY",0,0,0,0,0
1967,"LBY",0,0,0,0,0
1968,"LBY",0,0,0,0,0
1969,"LBY",0,0,0,0,0
1970,"LBY",0,0,0,0,0
1971,"LBY",0,0,0,0,0
1972,"LBY",0,0,0,0,0
1973,"LBY",0,0,0,0,0
1974,"LBY",0,0,0,0,0
1975,"LBY",0,0,0,0,0
1976,"LBY",0,0,0,0,0
1977,"LBY",0,0,0,0,0
1978,"LBY",0,0,0,0,0
1979,"LBY",0,0,0,0,0
1980,"LBY",0,0,0,0,0
1981,"LBY",0,0,0,0,0
1982,"LBY",0,0,0,0,0
1983,"LBY",0,0,0,0,0
1984,"LBY",0,0,0,0,0
1985,"LBY",0,0,0,0,0
1986,"LBY",0,0,0,0,0
1987,"LBY",0,0,0,0,0
1988,"LBY",0,0,0,0,0
1989,"LBY",0,0,0,0,0
1990,"LBY",0,28901836158.2,0,0.0,0
1991,"LBY",0,31995012468.8,20.811000824,0.0,0
1992,"LBY",0,33881392045.5,19.125,0.0,0
1993,"LBY",0,30657030223.4,19.2000007629,0.0,0
1994,"LBY",0,28607921928.8,19.3549995422,0.0,0
1995,"LBY",0,25544128199.0,19.170999527,0.0,0
1996,"LBY",0,27884615384.6,19.4449996948,0.0,0
1997,"LBY",1,30698633109.1,19.4120006561,0.0,0
1998,"LBY",0,27249786142.0,19.388999939,0.0,0
1999,"LBY",0,35976714100.9,19.3549995422,0.133617289,0
2000,"LBY",0,38270206950.4,19.3470001221,0.187042622,0
2001,"LBY",0,34110064452.2,19.2630004883,0.366533175,0
2002,"LBY",0,20481889763.8,19.2450008392,2.244418222,0
2003,"LBY",0,26265625000.0,19.3969993591,2.814517987,0
2004,"LBY",0,33122307692.3,19.2099990845,3.532838162,0
2005,"LBY",0,47334148578.4,19.202999115,3.917787977,0
2006,"LBY",0,54961936662.6,19.0100002289,4.301051789,0
2007,"LBY",0,67516236337.7,18.8759994507,4.721999379,0
2008,"LBY",0,87140405361.2,18.6879997253,9.0,0
2009,"LBY",0,63028320702.0,18.4909992218,10.8,0
2010,"LBY",0,74773444900.5,18.3990001678,14.0,0
2011,"LBY",0,34699395523.6,17.1350002289,14.0,0
2012,"LBY",0,0,19.2199993134,0.0,0
2013,"LBY",0,0,19.2199993134,16.5,0
2014,"LBY",0,0,19.2199993134,17.76,0
1960,"LKA",0,1409873949.58,0,0,0
1961,"LKA",0,1444327731.09,0,0,0
1962,"LKA",0,1434156378.6,0,0,0
1963,"LKA",0,1240672268.91,0,0,0
1964,"LKA",0,1309747899.16,0,0,0
1965,"LKA",0,1698319327.73,0,0,0
1966,"LKA",0,1751470588.24,0,0,0
1967,"LKA",0,1859465020.58,0,0,0
1968,"LKA",0,1801344537.82,0,0,0
1969,"LKA",0,1965546218.49,0,0,0
1970,"LKA",0,2296470588.24,0,0,0
1971,"LKA",0,2369308600.34,0,0,0
1972,"LKA",0,2553936348.41,0,0,0
1973,"LKA",0,2875625000.0,0,0,0
1974,"LKA",0,3574586466.17,0,0,0
1975,"LKA",0,3791298145.51,0,0,0
1976,"LKA",0,3591319857.31,0,0,0
1977,"LKA",0,4104509582.86,0,0,0
1978,"LKA",0,2733183856.5,0,0,0
1979,"LKA",0,3364611432.24,0,0,0
1980,"LKA",0,4024621899.58,0,0,0
1981,"LKA",0,4415844155.84,0,0,0
1982,"LKA",0,4768765016.82,0,0,0
1983,"LKA",0,5167913302.17,0,0,0
1984,"LKA",0,6043474842.77,0,0,0
1985,"LKA",0,5978460972.02,0,0,0
1986,"LKA",0,6405210563.88,0,0,0
1987,"LKA",0,6682167119.57,0,0,0
1988,"LKA",0,6978371581.26,0,0,0
1989,"LKA",0,6987267683.77,0,0,0
1990,"LKA",0,8032551173.24,0,0.0,0
1991,"LKA",0,9000362581.58,14.6999998093,0.0,0
1992,"LKA",0,9703011635.87,14.1999998093,0.0,0
1993,"LKA",1,10338679635.8,13.6999998093,0.0,0
1994,"LKA",0,11717604208.8,13.0,0.002765448,0
1995,"LKA",0,13029697561.0,12.1999998093,0.005484436,0
1996,"LKA",0,13897738375.2,11.3000001907,0.054464499,0
1997,"LKA",0,15091913883.7,10.6000003815,0.162464548,0
1998,"LKA",0,15794972847.2,9.10000038147,0.296351104,0
1999,"LKA",0,15656327859.6,8.89999961853,0.348414425,0
2000,"LKA",1,16330814180.0,7.69999980927,0.647410011,0
2001,"LKA",3,15746229581.6,7.90000009537,0.793821864,0
2002,"LKA",10,16536535647.1,8.80000019073,1.050422706,0
2003,"LKA",2,18881765437.2,8.19999980927,1.458580228,0
2004,"LKA",1,20662525941.3,8.39999961853,1.44615998,0
2005,"LKA",0,24406252456.5,7.69999980927,1.792046794,0
2006,"LKA",1,28279814924.6,6.5,2.537566129,0
2007,"LKA",0,32350248410.8,6.0,3.88,0
2008,"LKA",1,40713812309.7,5.19999980927,5.8,0
2009,"LKA",0,42066217871.5,5.90000009537,8.78,0
2010,"LKA",1,56725745039.3,4.90000009537,12.0,0
2011,"LKA",0,65292741296.5,4.19999980927,15.0,0
2012,"LKA",1,68434399083.4,4.0,18.2854,0
2013,"LKA",0,74317806754.5,4.40999984741,21.9,0
2014,"LKA",0,79356456990.3,4.40000009537,25.8,0
1960,"LSO",0,34579308.4138,0,0,0
1961,"LSO",0,35699286.0143,0,0,0
1962,"LSO",0,41859162.8167,0,0,0
1963,"LSO",0,47039059.2188,0,0,0
1964,"LSO",0,51938961.2208,0,0,0
1965,"LSO",0,54878902.422,0,0,0
1966,"LSO",0,56698866.0227,0,0,0
1967,"LSO",0,59260814.7837,0,0,0
1968,"LSO",0,61444771.1046,0,0,0
1969,"LSO",0,65966680.6664,0,0,0
1970,"LSO",0,68738625.2275,0,0,0
1971,"LSO",0,76482102.9083,0,0,0
1972,"LSO",0,80915831.924,0,0,0
1973,"LSO",0,121181556.196,0,0,0
1974,"LSO",0,150846210.449,0,0,0
1975,"LSO",0,149560513.861,0,0,0
1976,"LSO",0,147654093.836,0,0,0
1977,"LSO",0,193307267.709,0,0,0
1978,"LSO",0,266559337.626,0,0,0
1979,"LSO",0,290142517.815,0,0,0
1980,"LSO",0,431561376.477,0,0,0
1981,"LSO",0,434188034.188,0,0,0
1982,"LSO",0,348746792.516,0,0,0
1983,"LSO",0,386699344.059,0,0,0
1984,"LSO",0,333158502.307,0,0,0
1985,"LSO",0,268626893.691,0,0,0
1986,"LSO",0,318862870.333,0,0,0
1987,"LSO",0,402774850.256,0,0,0
1988,"LSO",0,470389190.094,0,0,0
1989,"LSO",0,495404890.865,0,0,0
1990,"LSO",0,596415106.633,0,0.0,0
1991,"LSO",0,704329193.304,26.5520000458,0.0,0
1992,"LSO",0,831033946.369,26.9960002899,0.0,0
1993,"LSO",0,835592816.316,25.7749996185,0.0,0
1994,"LSO",0,878250452.816,26.2150001526,0.0,0
1995,"LSO",0,1001889845.58,34.8680000305,0.0,0
1996,"LSO",0,946123280.511,26.5069999695,0.00284594,0
1997,"LSO",0,997996034.868,39.2999992371,0.005584433,0
1998,"LSO",0,928458201.135,33.4119987488,0.010956533,0
1999,"LSO",0,912771283.594,27.2700004578,0.05380446,0
2000,"LSO",0,887295262.184,26.2099990845,0.21180607,0
2001,"LSO",0,825706966.802,37.5830001831,0.261150063,0
2002,"LSO",0,775780697.303,27.4589996338,1.083943137,0
2003,"LSO",0,1157832935.84,25.2800006866,1.53249659,0
2004,"LSO",0,1511236652.02,31.6000003815,2.175524339,0
2005,"LSO",0,1682350941.55,36.0229988098,2.580245484,0
2006,"LSO",0,1800105593.04,25.2520008087,2.979708187,0
2007,"LSO",1,1820597204.99,25.6130008698,3.44543126,0
2008,"LSO",0,1868776303.15,25.2999992371,3.58,0
2009,"LSO",0,1864004707.46,24.7749996185,3.72,0
2010,"LSO",0,2394097298.86,25.6340007782,3.86,0
2011,"LSO",0,2791545696.37,24.7119998932,7.0,0
2012,"LSO",0,2678243067.39,25.2089996338,10.0,0
2013,"LSO",1,2532392022.47,24.4400005341,15.0,0
2014,"LSO",0,2520952363.39,24.6420001984,22.0,0
1960,"LTU",0,0,0,0,0
1961,"LTU",0,0,0,0,0
1962,"LTU",0,0,0,0,0
1963,"LTU",0,0,0,0,0
1964,"LTU",0,0,0,0,0
1965,"LTU",0,0,0,0,0
1966,"LTU",0,0,0,0,0
1967,"LTU",0,0,0,0,0
1968,"LTU",0,0,0,0,0
1969,"LTU",0,0,0,0,0
1970,"LTU",0,0,0,0,0
1971,"LTU",0,0,0,0,0
1972,"LTU",0,0,0,0,0
1973,"LTU",0,0,0,0,0
1974,"LTU",0,0,0,0,0
1975,"LTU",0,0,0,0,0
1976,"LTU",0,0,0,0,0
1977,"LTU",0,0,0,0,0
1978,"LTU",0,0,0,0,0
1979,"LTU",0,0,0,0,0
1980,"LTU",0,0,0,0,0
1981,"LTU",0,0,0,0,0
1982,"LTU",0,0,0,0,0
1983,"LTU",0,0,0,0,0
1984,"LTU",0,0,0,0,0
1985,"LTU",0,0,0,0,0
1986,"LTU",0,0,0,0,0
1987,"LTU",0,0,0,0,0
1988,"LTU",0,0,0,0,0
1989,"LTU",0,0,0,0,0
1990,"LTU",0,0,0,0.0,0
1991,"LTU",0,0,16.0079994202,0.0,0
1992,"LTU",1,0,10.1309995651,0.0,0
1993,"LTU",0,0,12.890999794,0.0,0
1994,"LTU",0,0,17.2999992371,0.0,0
1995,"LTU",0,7870782260.52,17.5,0.0,0
1996,"LTU",0,8385109020.28,15.6000003815,0.277421291,0
1997,"LTU",0,10120274492.9,14.1000003815,0.978422157,0
1998,"LTU",0,11240360897.7,13.7110004425,1.972063745,0
1999,"LTU",0,10972878636.2,13.3879995346,2.9230547,0
2000,"LTU",1,11539211480.4,15.9309997559,6.427067495,0
2001,"LTU",1,12252498921.0,16.8400001526,7.179356994,0
2002,"LTU",2,14278357283.7,13.0080003738,17.69,0
2003,"LTU",2,18802576988.2,12.875,25.91,0
2004,"LTU",1,22649930576.3,10.6840000153,31.23,0
2005,"LTU",1,26125575942.3,8.32499980927,36.22,0
2006,"LTU",1,30216060233.4,5.78000020981,43.9,0
2007,"LTU",1,39738180076.6,4.25,49.9,0
2008,"LTU",2,47850551148.8,5.82600021362,55.22,0
2009,"LTU",1,37440673477.9,13.7849998474,59.76,0
2010,"LTU",0,37120517693.9,17.813999176,62.12,0
2011,"LTU",0,43476878139.3,15.3900003433,63.6399774,0
