"Year";"Coutry";"WeakDay";"Hour";"x"
"2008";"CAN";"Ter";"16";1
"2010";"CAN";"Ter";"16";1
"2013";"CAN";"Ter";"16";1
"1982";"CRI";"Ter";"16";1
"1978";"GBR";"Ter";"16";1
"1995";"GBR";"Ter";"16";1
"2001";"GBR";"Ter";"16";1
"2002";"GBR";"Ter";"16";1
"2003";"GBR";"Ter";"16";1
"2008";"GBR";"Ter";"16";1
"2009";"GBR";"Ter";"16";2
"2012";"GBR";"Ter";"16";1
"2013";"GBR";"Ter";"16";1
"1968";"HND";"Ter";"16";1
"2004";"ISL";"Ter";"16";1
"2002";"LTU";"Ter";"16";1
"1999";"MYS";"Ter";"16";1
"2011";"PRT";"Ter";"16";1
"1995";"SYR";"Ter";"16";1
"1968";"USA";"Ter";"16";1
"1970";"USA";"Ter";"16";1
"1972";"USA";"Ter";"16";2
"1975";"USA";"Ter";"16";2
"1976";"USA";"Ter";"16";2
"1978";"USA";"Ter";"16";1
"1980";"USA";"Ter";"16";1
"1981";"USA";"Ter";"16";1
"1982";"USA";"Ter";"16";1
"1984";"USA";"Ter";"16";1
"1986";"USA";"Ter";"16";1
"1987";"USA";"Ter";"16";1
"1988";"USA";"Ter";"16";1
"1989";"USA";"Ter";"16";2
"1991";"USA";"Ter";"16";1
"1993";"USA";"Ter";"16";2
"1995";"USA";"Ter";"16";3
"1997";"USA";"Ter";"16";3
"1998";"USA";"Ter";"16";5
"1999";"USA";"Ter";"16";8
"2000";"USA";"Ter";"16";7
"2001";"USA";"Ter";"16";6
"2002";"USA";"Ter";"16";5
"2003";"USA";"Ter";"16";9
"2004";"USA";"Ter";"16";11
"2005";"USA";"Ter";"16";12
"2006";"USA";"Ter";"16";7
"2007";"USA";"Ter";"16";6
"2008";"USA";"Ter";"16";13
"2009";"USA";"Ter";"16";13
"2010";"USA";"Ter";"16";6
"2011";"USA";"Ter";"16";9
"2012";"USA";"Ter";"16";20
"2013";"USA";"Ter";"16";20
"2014";"USA";"Ter";"16";5
"2007";"ZAF";"Ter";"16";1
"2010";"AUS";"Dom";"17";1
"2013";"AUS";"Dom";"17";1
"2005";"BOL";"Dom";"17";1
"1968";"CAN";"Dom";"17";1
"1971";"CAN";"Dom";"17";1
"1976";"CAN";"Dom";"17";1
"1981";"CAN";"Dom";"17";1
"2001";"CAN";"Dom";"17";1
"2003";"CAN";"Dom";"17";2
"2004";"CAN";"Dom";"17";2
"2005";"CAN";"Dom";"17";2
"2007";"CAN";"Dom";"17";1
"2012";"CAN";"Dom";"17";1
"2000";"DZA";"Dom";"17";1
"2002";"ESP";"Dom";"17";1
"2003";"ESP";"Dom";"17";1
"1983";"GBR";"Dom";"17";1
"2000";"GBR";"Dom";"17";1
"2001";"GBR";"Dom";"17";2
"2002";"GBR";"Dom";"17";3
"2005";"GBR";"Dom";"17";2
"2006";"GBR";"Dom";"17";2
"2008";"GBR";"Dom";"17";1
"2009";"GBR";"Dom";"17";1
"2003";"IND";"Dom";"17";1
"1997";"LBN";"Dom";"17";1
"1999";"MEX";"Dom";"17";1
"2008";"MEX";"Dom";"17";1
"2004";"MYS";"Dom";"17";1
"2003";"NLD";"Dom";"17";2
"2002";"NZL";"Dom";"17";1
"1975";"PHL";"Dom";"17";1
"2003";"PRI";"Dom";"17";1
"2005";"ROU";"Dom";"17";1
"1966";"USA";"Dom";"17";5
"1970";"USA";"Dom";"17";1
"1973";"USA";"Dom";"17";1
"1974";"USA";"Dom";"17";2
"1975";"USA";"Dom";"17";1
"1976";"USA";"Dom";"17";1
"1977";"USA";"Dom";"17";1
"1979";"USA";"Dom";"17";1
"1981";"USA";"Dom";"17";1
"1983";"USA";"Dom";"17";1
"1985";"USA";"Dom";"17";2
"1986";"USA";"Dom";"17";1
"1987";"USA";"Dom";"17";1
"1990";"USA";"Dom";"17";1
"1991";"USA";"Dom";"17";1
"1993";"USA";"Dom";"17";1
"1994";"USA";"Dom";"17";3
"1995";"USA";"Dom";"17";7
"1996";"USA";"Dom";"17";3
"1997";"USA";"Dom";"17";3
"1998";"USA";"Dom";"17";4
"1999";"USA";"Dom";"17";12
"2000";"USA";"Dom";"17";14
"2001";"USA";"Dom";"17";19
"2002";"USA";"Dom";"17";13
"2003";"USA";"Dom";"17";10
"2004";"USA";"Dom";"17";23
"2005";"USA";"Dom";"17";16
"2006";"USA";"Dom";"17";22
"2007";"USA";"Dom";"17";17
"2008";"USA";"Dom";"17";21
"2009";"USA";"Dom";"17";27
"2010";"USA";"Dom";"17";10
"2011";"USA";"Dom";"17";18
"2012";"USA";"Dom";"17";14
"2013";"USA";"Dom";"17";20
"2014";"USA";"Dom";"17";12
"1998";"VEN";"Dom";"17";1
"1972";"VNM";"Dom";"17";1
"2012";"ZAF";"Dom";"17";1
"1998";"AUS";"Qua";"17";1
"2001";"AUS";"Qua";"17";1
"2014";"BRA";"Qua";"17";1
"1962";"CAN";"Qua";"17";1
"1999";"CAN";"Qua";"17";1
"2002";"CAN";"Qua";"17";1
"2003";"CAN";"Qua";"17";1
"2004";"CAN";"Qua";"17";2
"2005";"CAN";"Qua";"17";1
"2010";"CAN";"Qua";"17";1
"2012";"CAN";"Qua";"17";2
"2013";"CAN";"Qua";"17";1
"2014";"CAN";"Qua";"17";1
"1968";"DEU";"Qua";"17";1
"1995";"GBR";"Qua";"17";1
"1996";"GBR";"Qua";"17";1
"1999";"GBR";"Qua";"17";1
"2004";"GBR";"Qua";"17";2
"2005";"GBR";"Qua";"17";2
"2007";"GBR";"Qua";"17";1
"2008";"GBR";"Qua";"17";1
"2010";"GBR";"Qua";"17";1
"2000";"IND";"Qua";"17";1
"2003";"IRL";"Qua";"17";1
"2006";"IRQ";"Qua";"17";1
"2004";"JAM";"Qua";"17";1
"2002";"JPN";"Qua";"17";1
"2008";"JPN";"Qua";"17";1
"2003";"MEX";"Qua";"17";1
"2004";"NZL";"Qua";"17";1
"1998";"PHL";"Qua";"17";1
"2008";"UKR";"Qua";"17";1
"1962";"USA";"Qua";"17";1
"1966";"USA";"Qua";"17";3
"1970";"USA";"Qua";"17";1
"1972";"USA";"Qua";"17";1
"1974";"USA";"Qua";"17";1
"1976";"USA";"Qua";"17";1
"1977";"USA";"Qua";"17";1
"1978";"USA";"Qua";"17";2
"1979";"USA";"Qua";"17";3
"1981";"USA";"Qua";"17";1
"1982";"USA";"Qua";"17";1
"1983";"USA";"Qua";"17";1
"1985";"USA";"Qua";"17";1
"1989";"USA";"Qua";"17";1
"1991";"USA";"Qua";"17";1
"1992";"USA";"Qua";"17";2
"1993";"USA";"Qua";"17";1
"1994";"USA";"Qua";"17";3
"1995";"USA";"Qua";"17";2
"1996";"USA";"Qua";"17";3
"1997";"USA";"Qua";"17";8
"1998";"USA";"Qua";"17";8
"1999";"USA";"Qua";"17";13
"2000";"USA";"Qua";"17";11
"2001";"USA";"Qua";"17";9
"2002";"USA";"Qua";"17";10
"2003";"USA";"Qua";"17";16
"2004";"USA";"Qua";"17";10
"2005";"USA";"Qua";"17";19
"2006";"USA";"Qua";"17";14
"2007";"USA";"Qua";"17";29
"2008";"USA";"Qua";"17";13
"2009";"USA";"Qua";"17";18
"2010";"USA";"Qua";"17";12
"2011";"USA";"Qua";"17";14
"2012";"USA";"Qua";"17";32
"2013";"USA";"Qua";"17";32
"2014";"USA";"Qua";"17";17
"2011";"ZAF";"Qua";"17";1
"1996";"AUS";"Qui";"17";1
"1975";"BRA";"Qui";"17";1
"1972";"CAN";"Qui";"17";1
"1979";"CAN";"Qui";"17";1
"1990";"CAN";"Qui";"17";1
"1991";"CAN";"Qui";"17";1
"1997";"CAN";"Qui";"17";1
"2001";"CAN";"Qui";"17";1
"2003";"CAN";"Qui";"17";1
"2004";"CAN";"Qui";"17";3
"2006";"CAN";"Qui";"17";1
"2007";"CAN";"Qui";"17";1
"2008";"CAN";"Qui";"17";1
"2009";"CAN";"Qui";"17";1
"2010";"CAN";"Qui";"17";1
"2011";"CAN";"Qui";"17";1
"2012";"CAN";"Qui";"17";1
"2013";"CAN";"Qui";"17";1
"2000";"CHN";"Qui";"17";1
"2004";"CYP";"Qui";"17";1
"2007";"EST";"Qui";"17";1
"1999";"GBR";"Qui";"17";1
"2002";"GBR";"Qui";"17";2
"2003";"GBR";"Qui";"17";1
"2005";"GBR";"Qui";"17";3
"2007";"GBR";"Qui";"17";2
"2009";"GBR";"Qui";"17";1
"2011";"GBR";"Qui";"17";1
"2009";"GRC";"Qui";"17";1
"2011";"HND";"Qui";"17";1
"2000";"HUN";"Qui";"17";1
"2009";"IRQ";"Qui";"17";1
"2005";"MEX";"Qui";"17";1
"2011";"MEX";"Qui";"17";1
"1978";"NZL";"Qui";"17";1
"1980";"PRI";"Qui";"17";1
"2005";"PRT";"Qui";"17";1
"1966";"USA";"Qui";"17";3
"1970";"USA";"Qui";"17";1
"1973";"USA";"Qui";"17";3
"1974";"USA";"Qui";"17";1
"1975";"USA";"Qui";"17";2
"1977";"USA";"Qui";"17";1
"1978";"USA";"Qui";"17";1
"1980";"USA";"Qui";"17";2
"1983";"USA";"Qui";"17";1
"1984";"USA";"Qui";"17";1
"1986";"USA";"Qui";"17";1
"1988";"USA";"Qui";"17";1
"1990";"USA";"Qui";"17";3
"1991";"USA";"Qui";"17";1
"1992";"USA";"Qui";"17";1
"1993";"USA";"Qui";"17";1
"1994";"USA";"Qui";"17";1
"1995";"USA";"Qui";"17";2
"1996";"USA";"Qui";"17";5
"1997";"USA";"Qui";"17";4
"1998";"USA";"Qui";"17";4
"1999";"USA";"Qui";"17";9
"2000";"USA";"Qui";"17";12
"2001";"USA";"Qui";"17";11
"2002";"USA";"Qui";"17";17
"2003";"USA";"Qui";"17";20
"2004";"USA";"Qui";"17";28
"2005";"USA";"Qui";"17";18
"2006";"USA";"Qui";"17";19
"2007";"USA";"Qui";"17";13
"2008";"USA";"Qui";"17";20
"2009";"USA";"Qui";"17";18
"2010";"USA";"Qui";"17";13
"2011";"USA";"Qui";"17";26
"2012";"USA";"Qui";"17";19
"2013";"USA";"Qui";"17";24
"2014";"USA";"Qui";"17";6
"2012";"VEN";"Qui";"17";1
"1999";"AUS";"Sáb";"17";1
"2003";"AUS";"Sáb";"17";1
"2006";"AUS";"Sáb";"17";1
"2008";"AUS";"Sáb";"17";1
"2000";"BEL";"Sáb";"17";1
"2001";"CAN";"Sáb";"17";1
"2002";"CAN";"Sáb";"17";2
"2003";"CAN";"Sáb";"17";2
"2005";"CAN";"Sáb";"17";1
"2008";"CAN";"Sáb";"17";2
"2009";"CAN";"Sáb";"17";1
"2010";"CAN";"Sáb";"17";1
"2013";"CAN";"Sáb";"17";1
"2010";"CHE";"Sáb";"17";1
"2010";"CHN";"Sáb";"17";1
"2009";"ESP";"Sáb";"17";1
"2011";"FRA";"Sáb";"17";1
"1983";"GBR";"Sáb";"17";1
"1998";"GBR";"Sáb";"17";1
"2005";"GBR";"Sáb";"17";1
"2006";"GBR";"Sáb";"17";1
"2007";"GBR";"Sáb";"17";1
"2009";"GBR";"Sáb";"17";3
"2010";"GBR";"Sáb";"17";1
"2012";"GBR";"Sáb";"17";1
"2000";"IND";"Sáb";"17";1
"1999";"ISR";"Sáb";"17";1
"2012";"JPN";"Sáb";"17";1
"2003";"MEX";"Sáb";"17";2
"2005";"MEX";"Sáb";"17";1
"2007";"MEX";"Sáb";"17";1
"2011";"NLD";"Sáb";"17";1
"1989";"SAU";"Sáb";"17";1
"1962";"USA";"Sáb";"17";1
"1966";"USA";"Sáb";"17";1
"1968";"USA";"Sáb";"17";7
"1970";"USA";"Sáb";"17";1
"1972";"USA";"Sáb";"17";2
"1973";"USA";"Sáb";"17";2
"1974";"USA";"Sáb";"17";1
"1975";"USA";"Sáb";"17";2
"1978";"USA";"Sáb";"17";2
"1981";"USA";"Sáb";"17";1
"1985";"USA";"Sáb";"17";4
"1986";"USA";"Sáb";"17";1
"1987";"USA";"Sáb";"17";2
"1990";"USA";"Sáb";"17";2
"1992";"USA";"Sáb";"17";3
"1993";"USA";"Sáb";"17";3
"1994";"USA";"Sáb";"17";2
"1995";"USA";"Sáb";"17";6
"1996";"USA";"Sáb";"17";5
"1997";"USA";"Sáb";"17";1
"1998";"USA";"Sáb";"17";14
"1999";"USA";"Sáb";"17";11
"2000";"USA";"Sáb";"17";19
"2001";"USA";"Sáb";"17";13
"2002";"USA";"Sáb";"17";16
"2003";"USA";"Sáb";"17";22
"2004";"USA";"Sáb";"17";15
"2005";"USA";"Sáb";"17";19
"2006";"USA";"Sáb";"17";21
"2007";"USA";"Sáb";"17";13
"2008";"USA";"Sáb";"17";26
"2009";"USA";"Sáb";"17";28
"2010";"USA";"Sáb";"17";12
"2011";"USA";"Sáb";"17";33
"2012";"USA";"Sáb";"17";41
"2013";"USA";"Sáb";"17";23
"2014";"USA";"Sáb";"17";9
"2012";"ZAF";"Sáb";"17";1
"1996";"AUS";"Seg";"17";1
"2003";"AUS";"Seg";"17";1
"2008";"AUS";"Seg";"17";1
"2011";"AUS";"Seg";"17";1
"2013";"AUS";"Seg";"17";1
"2005";"BHS";"Seg";"17";1
"1968";"CAN";"Seg";"17";1
"1996";"CAN";"Seg";"17";1
"1998";"CAN";"Seg";"17";1
"2001";"CAN";"Seg";"17";1
"2003";"CAN";"Seg";"17";1
"2004";"CAN";"Seg";"17";2
"2005";"CAN";"Seg";"17";1
"2007";"CAN";"Seg";"17";1
"2010";"CAN";"Seg";"17";1
"2011";"CAN";"Seg";"17";1
"2012";"CAN";"Seg";"17";1
"2013";"CAN";"Seg";"17";6
"1986";"CHL";"Seg";"17";1
"2012";"DEU";"Seg";"17";1
"2001";"DNK";"Seg";"17";1
"1996";"GBR";"Seg";"17";1
"2002";"GBR";"Seg";"17";1
"2003";"GBR";"Seg";"17";1
"2005";"GBR";"Seg";"17";1
"2003";"IND";"Seg";"17";1
"2007";"MEX";"Seg";"17";1
"2004";"PAK";"Seg";"17";1
"2010";"SRB";"Seg";"17";1
"1966";"USA";"Seg";"17";2
"1968";"USA";"Seg";"17";2
"1970";"USA";"Seg";"17";2
"1972";"USA";"Seg";"17";1
"1973";"USA";"Seg";"17";2
"1974";"USA";"Seg";"17";2
"1975";"USA";"Seg";"17";1
"1977";"USA";"Seg";"17";1
"1979";"USA";"Seg";"17";2
"1980";"USA";"Seg";"17";1
"1981";"USA";"Seg";"17";1
"1983";"USA";"Seg";"17";1
"1987";"USA";"Seg";"17";1
"1988";"USA";"Seg";"17";1
"1989";"USA";"Seg";"17";1
"1990";"USA";"Seg";"17";2
"1994";"USA";"Seg";"17";6
"1995";"USA";"Seg";"17";1
"1996";"USA";"Seg";"17";1
"1997";"USA";"Seg";"17";2
"1998";"USA";"Seg";"17";9
"1999";"USA";"Seg";"17";11
"2000";"USA";"Seg";"17";12
"2001";"USA";"Seg";"17";10
"2002";"USA";"Seg";"17";12
"2003";"USA";"Seg";"17";16
"2004";"USA";"Seg";"17";13
"2005";"USA";"Seg";"17";12
"2006";"USA";"Seg";"17";15
"2007";"USA";"Seg";"17";29
"2008";"USA";"Seg";"17";14
"2009";"USA";"Seg";"17";9
"2010";"USA";"Seg";"17";10
"2011";"USA";"Seg";"17";14
"2012";"USA";"Seg";"17";24
"2013";"USA";"Seg";"17";28
"2014";"USA";"Seg";"17";5
"2009";"VGB";"Seg";"17";1
"2008";"AUS";"Sex";"17";1
"1978";"CAN";"Sex";"17";1
"1979";"CAN";"Sex";"17";1
"1984";"CAN";"Sex";"17";1
"1999";"CAN";"Sex";"17";3
"2001";"CAN";"Sex";"17";1
"2003";"CAN";"Sex";"17";6
"2004";"CAN";"Sex";"17";1
"2005";"CAN";"Sex";"17";1
"2006";"CAN";"Sex";"17";1
"2007";"CAN";"Sex";"17";1
"2009";"CAN";"Sex";"17";2
"2012";"CAN";"Sex";"17";1
"2013";"CAN";"Sex";"17";1
"2014";"CAN";"Sex";"17";1
"2011";"DEU";"Sex";"17";1
"2007";"ESP";"Sex";"17";1
"1982";"GBR";"Sex";"17";1
"1983";"GBR";"Sex";"17";1
"1995";"GBR";"Sex";"17";1
"2000";"GBR";"Sex";"17";1
"2002";"GBR";"Sex";"17";1
"2004";"GBR";"Sex";"17";1
"2006";"GBR";"Sex";"17";3
"2007";"GBR";"Sex";"17";1
"2008";"GBR";"Sex";"17";3
"2009";"GBR";"Sex";"17";1
"2010";"GBR";"Sex";"17";1
"2010";"IND";"Sex";"17";1
"2012";"IND";"Sex";"17";1
"1972";"JAM";"Sex";"17";1
"2008";"LBR";"Sex";"17";1
"1999";"SWE";"Sex";"17";1
"1972";"USA";"Sex";"17";2
"1973";"USA";"Sex";"17";2
"1975";"USA";"Sex";"17";3
"1976";"USA";"Sex";"17";1
"1977";"USA";"Sex";"17";2
"1980";"USA";"Sex";"17";2
"1981";"USA";"Sex";"17";1
"1983";"USA";"Sex";"17";1
"1984";"USA";"Sex";"17";2
"1986";"USA";"Sex";"17";1
"1987";"USA";"Sex";"17";1
"1988";"USA";"Sex";"17";1
"1989";"USA";"Sex";"17";2
"1990";"USA";"Sex";"17";1
"1995";"USA";"Sex";"17";4
"1996";"USA";"Sex";"17";3
"1997";"USA";"Sex";"17";5
"1998";"USA";"Sex";"17";7
"1999";"USA";"Sex";"17";12
"2000";"USA";"Sex";"17";11
"2001";"USA";"Sex";"17";12
"2002";"USA";"Sex";"17";15
"2003";"USA";"Sex";"17";15
"2004";"USA";"Sex";"17";13
"2005";"USA";"Sex";"17";18
"2006";"USA";"Sex";"17";18
"2007";"USA";"Sex";"17";12
"2008";"USA";"Sex";"17";16
"2009";"USA";"Sex";"17";13
"2010";"USA";"Sex";"17";18
"2011";"USA";"Sex";"17";19
"2012";"USA";"Sex";"17";30
"2013";"USA";"Sex";"17";30
"2014";"USA";"Sex";"17";10
"2003";"AUS";"Ter";"17";1
"2004";"AUS";"Ter";"17";1
"2012";"AUS";"Ter";"17";1
"2013";"AUT";"Ter";"17";1
"1988";"BRA";"Ter";"17";1
"1977";"CAN";"Ter";"17";1
"2004";"CAN";"Ter";"17";3
"2005";"CAN";"Ter";"17";5
"2006";"CAN";"Ter";"17";1
"2011";"CAN";"Ter";"17";2
"2012";"CAN";"Ter";"17";1
"2013";"CAN";"Ter";"17";2
"2014";"CAN";"Ter";"17";1
"2005";"CHN";"Ter";"17";1
"2007";"COL";"Ter";"17";1
"2011";"COL";"Ter";"17";1
"2000";"EGY";"Ter";"17";1
"1996";"GBR";"Ter";"17";2
"1999";"GBR";"Ter";"17";2
"2000";"GBR";"Ter";"17";1
"2002";"GBR";"Ter";"17";1
"2005";"GBR";"Ter";"17";1
"2006";"GBR";"Ter";"17";2
"2007";"GBR";"Ter";"17";1
"2008";"GBR";"Ter";"17";3
"1986";"GRC";"Ter";"17";1
"2002";"IRL";"Ter";"17";1
"2003";"LKA";"Ter";"17";1
"2004";"MEX";"Ter";"17";1
"2012";"MEX";"Ter";"17";1
"2004";"MMR";"Ter";"17";1
"1995";"PRI";"Ter";"17";1
"2002";"SAU";"Ter";"17";1
"2005";"SAU";"Ter";"17";1
"2000";"URY";"Ter";"17";1
"1966";"USA";"Ter";"17";1
"1971";"USA";"Ter";"17";1
"1972";"USA";"Ter";"17";1
"1975";"USA";"Ter";"17";2
"1976";"USA";"Ter";"17";2
"1977";"USA";"Ter";"17";1
"1978";"USA";"Ter";"17";1
"1980";"USA";"Ter";"17";1
"1981";"USA";"Ter";"17";1
"1982";"USA";"Ter";"17";1
"1983";"USA";"Ter";"17";1
"1986";"USA";"Ter";"17";1
"1990";"USA";"Ter";"17";1
"1991";"USA";"Ter";"17";1
"1992";"USA";"Ter";"17";1
"1993";"USA";"Ter";"17";2
"1995";"USA";"Ter";"17";3
"1996";"USA";"Ter";"17";3
"1997";"USA";"Ter";"17";8
"1998";"USA";"Ter";"17";10
"1999";"USA";"Ter";"17";11
"2000";"USA";"Ter";"17";11
"2001";"USA";"Ter";"17";10
"2002";"USA";"Ter";"17";8
"2003";"USA";"Ter";"17";16
"2004";"USA";"Ter";"17";7
"2005";"USA";"Ter";"17";27
"2006";"USA";"Ter";"17";21
"2007";"USA";"Ter";"17";21
"2008";"USA";"Ter";"17";20
"2009";"USA";"Ter";"17";9
"2010";"USA";"Ter";"17";11
"2011";"USA";"Ter";"17";26
"2012";"USA";"Ter";"17";28
"2013";"USA";"Ter";"17";43
"2014";"USA";"Ter";"17";2
"2011";"AUS";"Dom";"18";1
"2012";"AUS";"Dom";"18";1
"2013";"AUS";"Dom";"18";1
"1977";"BLR";"Dom";"18";1
"1998";"BMU";"Dom";"18";1
"1990";"CAN";"Dom";"18";1
"2001";"CAN";"Dom";"18";2
"2002";"CAN";"Dom";"18";1
"2003";"CAN";"Dom";"18";1
"2004";"CAN";"Dom";"18";1
"2005";"CAN";"Dom";"18";1
"2007";"CAN";"Dom";"18";2
"2008";"CAN";"Dom";"18";1
"2010";"CAN";"Dom";"18";1
"2011";"CAN";"Dom";"18";2
"2012";"CAN";"Dom";"18";1
"2013";"CAN";"Dom";"18";3
"2014";"CAN";"Dom";"18";1
"2004";"CHE";"Dom";"18";1
"1980";"COL";"Dom";"18";1
"1994";"DEU";"Dom";"18";1
"1995";"DEU";"Dom";"18";1
"2007";"DEU";"Dom";"18";1
"2006";"DNK";"Dom";"18";1
"1997";"FIN";"Dom";"18";1
"1971";"GBR";"Dom";"18";1
"1980";"GBR";"Dom";"18";2
"1997";"GBR";"Dom";"18";1
"2000";"GBR";"Dom";"18";1
"2001";"GBR";"Dom";"18";2
"2003";"GBR";"Dom";"18";2
"2004";"GBR";"Dom";"18";2
"2005";"GBR";"Dom";"18";1
"2006";"GBR";"Dom";"18";1
"2007";"GBR";"Dom";"18";6
"2008";"GBR";"Dom";"18";2
"2009";"GBR";"Dom";"18";3
"2010";"GBR";"Dom";"18";3
"2011";"GBR";"Dom";"18";1
"2014";"GBR";"Dom";"18";2
"2005";"GRC";"Dom";"18";1
"2009";"HRV";"Dom";"18";1
"2006";"HTI";"Dom";"18";1
"2006";"IDN";"Dom";"18";1
"2011";"IND";"Dom";"18";1
"2013";"IND";"Dom";"18";1
"2008";"IRL";"Dom";"18";1
"2005";"JPN";"Dom";"18";1
"1985";"NZL";"Dom";"18";1
"2005";"SLV";"Dom";"18";1
"1972";"USA";"Dom";"18";2
"1973";"USA";"Dom";"18";3
"1974";"USA";"Dom";"18";2
"1975";"USA";"Dom";"18";5
"1976";"USA";"Dom";"18";4
"1977";"USA";"Dom";"18";1
"1979";"USA";"Dom";"18";2
"1980";"USA";"Dom";"18";3
"1982";"USA";"Dom";"18";1
"1985";"USA";"Dom";"18";3
"1986";"USA";"Dom";"18";1
"1989";"USA";"Dom";"18";3
"1991";"USA";"Dom";"18";1
"1992";"USA";"Dom";"18";1
"1993";"USA";"Dom";"18";3
"1994";"USA";"Dom";"18";4
"1995";"USA";"Dom";"18";12
"1996";"USA";"Dom";"18";6
"1997";"USA";"Dom";"18";9
"1998";"USA";"Dom";"18";9
"1999";"USA";"Dom";"18";19
"2000";"USA";"Dom";"18";23
"2001";"USA";"Dom";"18";12
"2002";"USA";"Dom";"18";18
"2003";"USA";"Dom";"18";32
"2004";"USA";"Dom";"18";22
"2005";"USA";"Dom";"18";17
"2006";"USA";"Dom";"18";23
"2007";"USA";"Dom";"18";28
"2008";"USA";"Dom";"18";31
"2009";"USA";"Dom";"18";28
"2010";"USA";"Dom";"18";23
"2011";"USA";"Dom";"18";32
"2012";"USA";"Dom";"18";36
"2013";"USA";"Dom";"18";59
"2014";"USA";"Dom";"18";13
"2012";"ZAF";"Dom";"18";1
"1999";"AUS";"Qua";"18";1
"2001";"AUS";"Qua";"18";1
"2003";"AUS";"Qua";"18";1
"2006";"AUS";"Qua";"18";1
"2007";"AUS";"Qua";"18";1
"2008";"AUS";"Qua";"18";1
"2012";"BGD";"Qua";"18";1
"2012";"BHR";"Qua";"18";1
"2013";"BRA";"Qua";"18";1
"2008";"BWA";"Qua";"18";1
"1984";"CAN";"Qua";"18";1
"1989";"CAN";"Qua";"18";1
"2001";"CAN";"Qua";"18";2
"2002";"CAN";"Qua";"18";1
"2004";"CAN";"Qua";"18";1
"2005";"CAN";"Qua";"18";2
"2006";"CAN";"Qua";"18";2
"2008";"CAN";"Qua";"18";1
"2013";"CAN";"Qua";"18";2
"2009";"CHE";"Qua";"18";1
"2007";"DEU";"Qua";"18";1
"2005";"EGY";"Qua";"18";1
"2002";"ESP";"Qua";"18";1
"2002";"ETH";"Qua";"18";1
"2007";"FRA";"Qua";"18";1
"1975";"GBR";"Qua";"18";1
"1995";"GBR";"Qua";"18";1
"1997";"GBR";"Qua";"18";1
"2001";"GBR";"Qua";"18";2
"2002";"GBR";"Qua";"18";1
"2003";"GBR";"Qua";"18";1
"2004";"GBR";"Qua";"18";1
"2006";"GBR";"Qua";"18";1
"2007";"GBR";"Qua";"18";2
"2010";"GBR";"Qua";"18";1
"2013";"GBR";"Qua";"18";2
"2014";"GBR";"Qua";"18";2
"2012";"GUY";"Qua";"18";1
"2006";"HTI";"Qua";"18";1
"2013";"IDN";"Qua";"18";1
"2003";"IRL";"Qua";"18";1
"2010";"IRL";"Qua";"18";1
"2006";"JPN";"Qua";"18";1
"2002";"MEX";"Qua";"18";1
"2009";"MUS";"Qua";"18";1
"2006";"NLD";"Qua";"18";1
"2004";"NZL";"Qua";"18";1
"2008";"NZL";"Qua";"18";1
"2009";"POL";"Qua";"18";1
"1995";"PRI";"Qua";"18";1
"2012";"PRI";"Qua";"18";1
"2011";"QAT";"Qua";"18";1
"2010";"SWE";"Qua";"18";1
"1968";"USA";"Qua";"18";1
"1971";"USA";"Qua";"18";3
"1972";"USA";"Qua";"18";1
"1973";"USA";"Qua";"18";2
"1975";"USA";"Qua";"18";2
"1976";"USA";"Qua";"18";2
"1978";"USA";"Qua";"18";2
"1979";"USA";"Qua";"18";1
"1981";"USA";"Qua";"18";2
"1983";"USA";"Qua";"18";1
"1985";"USA";"Qua";"18";1
"1986";"USA";"Qua";"18";2
"1987";"USA";"Qua";"18";1
"1988";"USA";"Qua";"18";1
"1989";"USA";"Qua";"18";1
"1990";"USA";"Qua";"18";1
"1991";"USA";"Qua";"18";1
"1993";"USA";"Qua";"18";3
"1994";"USA";"Qua";"18";3
"1995";"USA";"Qua";"18";6
"1996";"USA";"Qua";"18";3
"1997";"USA";"Qua";"18";7
"1998";"USA";"Qua";"18";4
"1999";"USA";"Qua";"18";13
"2000";"USA";"Qua";"18";19
"2001";"USA";"Qua";"18";18
"2002";"USA";"Qua";"18";12
"2003";"USA";"Qua";"18";25
"2004";"USA";"Qua";"18";25
"2005";"USA";"Qua";"18";21
"2006";"USA";"Qua";"18";23
"2007";"USA";"Qua";"18";24
"2008";"USA";"Qua";"18";33
"2009";"USA";"Qua";"18";33
"2010";"USA";"Qua";"18";26
"2011";"USA";"Qua";"18";19
"2012";"USA";"Qua";"18";49
"2013";"USA";"Qua";"18";46
"2014";"USA";"Qua";"18";25
"1984";"ARE";"Qui";"18";1
"2002";"AUS";"Qui";"18";1
"2004";"AUS";"Qui";"18";1
"2005";"AUS";"Qui";"18";1
"2008";"AUS";"Qui";"18";1
"2009";"AUS";"Qui";"18";1
"2010";"AUS";"Qui";"18";1
"2014";"AUS";"Qui";"18";1
"1979";"CAN";"Qui";"18";1
"1994";"CAN";"Qui";"18";1
"1999";"CAN";"Qui";"18";2
"2001";"CAN";"Qui";"18";2
"2002";"CAN";"Qui";"18";1
"2003";"CAN";"Qui";"18";4
"2004";"CAN";"Qui";"18";2
"2005";"CAN";"Qui";"18";1
"2006";"CAN";"Qui";"18";1
"2007";"CAN";"Qui";"18";2
"2009";"CAN";"Qui";"18";1
"2010";"CAN";"Qui";"18";2
"2011";"CAN";"Qui";"18";2
